Age,Education,Relationship_Status,Income,Children,Wine ($),Fruit ($),Meat ($),Fish ($),Sweets ($),Gold_Products ($),Discount_Purchases,Web_Purchases,Catalog_Purchases,Store_Purchases,Days_Enrolled,Avg_Purch_Freq,Avg_Spend ($),Accept_One,Accept_Rate,Cust_Accept (%)
26,Graduation,In-Relationship,29604.0,1,7,6,13,7,6,14,1,1,0,3,535.0,107.0,10.6,1,(1/6),16.666666666666664
51,Master,Divorced,48721.0,2,81,18,113,47,13,21,6,4,2,5,144.0,8.470588235294118,17.235294117647058,0,(0/6),0.0
48,Graduation,Married,44794.0,1,54,0,7,0,0,4,1,2,0,3,780.0,130.0,10.833333333333334,0,(0/6),0.0
60,Graduation,Divorced,64497.0,1,1170,48,320,42,32,192,5,11,4,9,578.0,19.93103448275862,62.206896551724135,1,(2/6),33.33333333333333
58,Graduation,In-Relationship,46097.0,1,72,24,68,65,4,8,5,3,1,6,226.0,15.066666666666666,16.066666666666666,0,(0/6),0.0
60,Graduation,In-Relationship,77972.0,0,613,22,319,33,102,12,1,4,6,9,755.0,37.75,55.05,0,(0/6),0.0
46,PhD,Married,44377.0,2,224,0,30,0,0,10,8,5,1,5,647.0,34.05263157894737,13.894736842105264,0,(0/6),0.0
40,Master,In-Relationship,46014.0,2,410,0,59,19,9,44,10,7,1,8,544.0,20.923076923076923,20.807692307692307,0,(0/6),0.0
29,Graduation,Married,70951.0,0,239,10,554,254,87,54,1,3,4,9,212.0,12.470588235294118,70.47058823529412,0,(0/6),0.0
37,Graduation,Married,41443.0,1,171,7,171,25,19,89,6,8,1,5,171.0,8.55,24.1,0,(0/6),0.0
36,2n Cycle,Single,52195.0,3,12,0,4,0,0,1,1,1,0,2,349.0,87.25,4.25,0,(0/6),0.0
66,Master,Married,83790.0,0,1076,16,417,42,48,16,1,8,10,6,425.0,17.0,64.6,1,(2/6),33.33333333333333
60,Master,Widow,44551.0,1,182,4,33,0,0,66,2,4,1,5,715.0,59.583333333333336,23.75,0,(0/6),0.0
34,Graduation,In-Relationship,69508.0,1,824,32,162,42,32,43,2,11,4,11,202.0,7.214285714285714,40.535714285714285,0,(0/6),0.0
26,2n Cycle,In-Relationship,45204.0,1,30,11,25,29,1,18,1,1,1,4,350.0,50.0,16.285714285714285,0,(0/6),0.0
45,Graduation,Married,72460.0,0,377,10,540,80,30,10,1,3,5,7,199.0,12.4375,65.4375,0,(0/6),0.0
44,PhD,In-Relationship,77622.0,2,520,7,154,19,0,14,2,6,3,11,663.0,30.136363636363637,32.45454545454545,0,(0/6),0.0
34,PhD,Married,30732.0,1,155,1,25,0,1,3,4,4,1,4,782.0,60.15384615384615,14.23076923076923,0,(0/6),0.0
52,Graduation,Divorced,63887.0,1,897,23,207,15,11,92,5,9,6,12,583.0,18.21875,38.90625,0,(0/6),0.0
36,Graduation,In-Relationship,42011.0,1,131,0,16,2,1,39,4,3,1,4,735.0,61.25,15.75,0,(0/6),0.0
38,Graduation,In-Relationship,51369.0,1,297,7,79,0,11,182,2,8,2,4,690.0,43.125,36.0,0,(0/6),0.0
62,Graduation,Divorced,51537.0,1,787,20,204,0,0,92,3,2,2,11,813.0,45.166666666666664,61.27777777777778,0,(0/6),0.0
42,PhD,Married,79930.0,0,792,86,740,67,51,17,1,3,5,8,256.0,15.058823529411764,103.11764705882354,0,(0/6),0.0
28,PhD,In-Relationship,34320.0,1,4,1,9,3,0,0,1,1,0,2,589.0,147.25,4.25,0,(0/6),0.0
48,Graduation,Single,37070.0,2,231,7,137,4,15,39,9,5,1,8,663.0,28.82608695652174,18.82608695652174,1,(1/6),16.666666666666664
52,2n Cycle,Divorced,81975.0,1,983,76,184,180,138,27,1,6,3,4,533.0,38.07142857142857,113.42857142857143,1,(1/6),16.666666666666664
43,Graduation,In-Relationship,38590.0,1,3,1,8,4,3,3,1,1,0,2,197.0,49.25,5.5,0,(0/6),0.0
63,Graduation,Single,15033.0,0,0,4,5,6,0,4,1,1,0,3,586.0,117.2,3.8,0,(0/6),0.0
49,PhD,Married,62745.0,1,562,21,464,28,10,32,3,7,8,11,325.0,11.206896551724139,38.51724137931034,0,(0/6),0.0
39,2n Cycle,Married,22212.0,1,5,9,20,6,8,21,2,2,0,4,330.0,41.25,8.625,0,(0/6),0.0
32,Master,In-Relationship,23661.0,1,18,0,4,0,0,1,1,1,0,3,391.0,78.2,4.6,0,(0/6),0.0
56,PhD,Single,79761.0,1,415,5,124,15,35,11,1,5,2,11,308.0,16.210526315789473,31.842105263157894,0,(0/6),0.0
41,Graduation,Single,7500.0,1,5,3,10,12,7,20,4,3,1,3,367.0,33.36363636363637,5.181818181818182,0,(0/6),0.0
46,Graduation,Widow,73455.0,0,901,61,757,186,163,20,1,6,5,10,456.0,20.727272727272727,94.9090909090909,1,(1/6),16.666666666666664
56,Graduation,In-Relationship,64961.0,1,382,114,276,75,124,38,2,6,4,4,336.0,21.0,63.0625,0,(0/6),0.0
43,Graduation,Single,22804.0,1,14,1,7,2,1,1,1,2,0,2,804.0,160.8,5.2,0,(0/6),0.0
24,Graduation,Married,73687.0,0,559,153,503,218,13,181,1,3,9,9,147.0,6.681818181818182,73.95454545454545,1,(2/6),33.33333333333333
56,Graduation,Married,61074.0,1,789,0,133,0,28,152,7,11,5,8,528.0,17.032258064516128,35.54838709677419,0,(0/6),0.0
50,PhD,Married,31686.0,2,11,0,5,0,0,1,2,1,0,3,659.0,109.83333333333333,2.8333333333333335,0,(0/6),0.0
42,Graduation,Married,80134.0,1,1218,16,272,104,0,80,2,5,3,6,790.0,49.375,105.625,1,(4/6),66.66666666666666
61,Graduation,Married,75027.0,1,925,64,179,133,12,77,2,9,4,6,731.0,34.80952380952381,66.19047619047619,0,(0/6),0.0
26,PhD,Married,67546.0,0,864,134,768,150,38,172,1,4,10,5,409.0,20.45,106.3,0,(0/6),0.0
45,Master,In-Relationship,65176.0,1,960,28,183,220,70,70,4,9,6,6,368.0,14.72,61.24,0,(0/6),0.0
39,Master,Single,31160.0,1,16,3,25,6,1,13,2,2,0,3,573.0,81.85714285714286,9.142857142857142,0,(0/6),0.0
29,Graduation,Single,29938.0,1,3,3,7,0,2,11,2,1,0,3,768.0,128.0,4.333333333333333,0,(0/6),0.0
40,Graduation,Divorced,102692.0,0,168,148,444,32,172,148,1,6,9,13,792.0,27.310344827586206,38.3448275862069,1,(5/6),83.33333333333334
56,2n Cycle,In-Relationship,26490.0,0,45,47,52,21,20,25,2,3,1,5,747.0,67.9090909090909,19.09090909090909,0,(0/6),0.0
47,Graduation,In-Relationship,75702.0,2,650,28,353,45,42,30,5,4,6,11,744.0,28.615384615384617,44.15384615384615,0,(0/6),0.0
40,PhD,Single,30899.0,1,24,0,8,0,0,1,2,1,0,3,738.0,123.0,5.5,0,(0/6),0.0
53,PhD,In-Relationship,63342.0,1,918,21,118,13,10,21,3,8,3,5,513.0,27.0,57.94736842105263,1,(1/6),16.666666666666664
50,Graduation,Single,45989.0,1,138,33,87,28,24,12,4,3,2,7,326.0,20.375,20.125,0,(0/6),0.0
50,Graduation,Single,18701.0,2,12,4,2,10,6,10,4,2,0,4,750.0,75.0,4.4,0,(0/6),0.0
57,PhD,Single,40737.0,3,11,0,4,0,0,2,1,1,0,2,526.0,131.5,4.25,0,(0/6),0.0
35,Graduation,Divorced,15287.0,1,1,2,8,4,3,13,2,1,1,2,135.0,22.5,5.166666666666667,1,(2/6),33.33333333333333
46,PhD,Divorced,69674.0,2,554,41,215,11,0,24,3,10,2,10,706.0,28.24,33.8,0,(0/6),0.0
44,Master,Married,44159.0,1,167,2,62,24,13,7,4,4,1,6,634.0,42.266666666666666,18.333333333333332,0,(0/6),0.0
36,PhD,Married,37717.0,1,9,0,6,4,1,5,1,1,0,2,595.0,148.75,6.25,0,(0/6),0.0
62,Master,In-Relationship,43776.0,2,177,2,71,3,2,20,6,5,2,4,126.0,7.411764705882353,16.176470588235293,1,(1/6),16.666666666666664
48,Master,Married,38179.0,2,38,4,22,4,2,20,4,3,1,3,745.0,67.72727272727273,8.181818181818182,0,(0/6),0.0
51,Graduation,Married,80124.0,0,483,84,398,205,84,241,1,3,7,8,498.0,26.210526315789473,78.6842105263158,1,(1/6),16.666666666666664
44,PhD,Married,38097.0,2,77,2,35,0,1,69,4,3,2,2,391.0,35.54545454545455,16.727272727272727,1,(2/6),33.33333333333333
44,Graduation,Married,72940.0,0,182,74,298,162,149,116,1,3,3,6,768.0,59.07692307692308,75.46153846153847,0,(0/6),0.0
44,Graduation,In-Relationship,22070.0,1,10,7,19,8,2,21,2,2,2,2,224.0,28.0,8.375,0,(0/6),0.0
61,Graduation,Single,69267.0,0,778,44,499,95,73,146,2,3,4,5,268.0,19.142857142857142,116.78571428571429,1,(1/6),16.666666666666664
31,Master,Single,31788.0,1,16,7,23,0,8,6,3,3,0,4,207.0,20.7,6.0,0,(0/6),0.0
39,PhD,In-Relationship,61905.0,1,167,0,43,6,2,13,2,4,2,4,631.0,52.583333333333336,19.25,0,(0/6),0.0
54,Graduation,Married,29315.0,2,13,2,14,8,7,4,4,2,0,4,409.0,40.9,4.8,0,(0/6),0.0
51,Graduation,Divorced,33378.0,2,33,6,40,3,7,10,3,2,0,4,651.0,72.33333333333333,11.0,0,(0/6),0.0
51,PhD,In-Relationship,66313.0,1,625,7,99,10,22,7,2,6,3,12,183.0,7.956521739130435,33.47826086956522,0,(0/6),0.0
58,Graduation,Single,60714.0,0,216,162,224,101,92,162,2,7,4,10,576.0,25.043478260869566,41.608695652173914,1,(1/6),16.666666666666664
33,Master,In-Relationship,77882.0,0,68,129,396,188,22,15,1,3,3,5,557.0,46.416666666666664,68.16666666666667,0,(0/6),0.0
28,PhD,Single,69867.0,0,196,0,512,33,130,54,1,3,5,8,626.0,36.8235294117647,54.411764705882355,1,(2/6),33.33333333333333
46,Master,Divorced,63841.0,1,635,15,100,20,7,131,1,9,3,9,735.0,33.40909090909091,41.27272727272727,0,(0/6),0.0
33,Basic,Married,24480.0,1,4,19,9,28,25,17,3,3,0,4,790.0,79.0,10.2,0,(0/6),0.0
38,Graduation,In-Relationship,51369.0,1,297,7,79,0,11,182,2,8,2,4,243.0,15.1875,36.0,0,(0/6),0.0
68,Graduation,In-Relationship,37760.0,0,84,5,38,150,12,28,2,4,1,6,196.0,15.076923076923077,24.384615384615383,0,(0/6),0.0
40,PhD,In-Relationship,65640.0,1,204,7,149,20,15,66,1,5,1,8,475.0,31.666666666666668,30.733333333333334,0,(0/6),0.0
39,Master,Married,44319.0,2,26,0,8,0,0,3,2,2,0,3,639.0,91.28571428571429,5.285714285714286,0,(0/6),0.0
40,Graduation,Married,30631.0,1,15,6,20,4,5,20,1,3,1,2,660.0,94.28571428571429,10.0,0,(0/6),0.0
62,Graduation,In-Relationship,75278.0,0,304,98,230,150,74,74,1,6,3,13,171.0,7.434782608695652,40.43478260869565,0,(0/6),0.0
58,Master,In-Relationship,50898.0,2,285,28,242,55,114,135,13,6,2,12,504.0,15.272727272727273,26.03030303030303,0,(0/6),0.0
48,Graduation,Widow,79946.0,0,395,183,565,166,141,28,1,5,11,5,483.0,21.954545454545453,67.18181818181819,0,(0/6),0.0
65,Master,Divorced,35416.0,0,248,3,81,4,3,51,3,7,1,5,307.0,19.1875,24.375,0,(0/6),0.0
30,2n Cycle,In-Relationship,32414.0,0,20,6,5,0,9,12,1,1,0,3,729.0,145.8,10.4,1,(1/6),16.666666666666664
45,Graduation,In-Relationship,38361.0,1,39,0,56,20,8,14,3,3,1,3,288.0,28.8,13.7,0,(0/6),0.0
34,Graduation,Married,82497.0,0,777,129,573,216,21,203,1,2,7,9,597.0,31.42105263157895,101.0,1,(1/6),16.666666666666664
43,Graduation,In-Relationship,16626.0,2,8,3,22,21,1,13,3,3,0,3,798.0,88.66666666666667,7.555555555555555,0,(0/6),0.0
49,Graduation,In-Relationship,29672.0,2,9,1,3,0,4,8,1,0,0,3,602.0,150.5,6.25,0,(0/6),0.0
62,Master,In-Relationship,55951.0,1,1241,0,80,0,13,40,3,3,6,11,655.0,28.47826086956522,59.73913043478261,1,(2/6),33.33333333333333
26,2n Cycle,Divorced,35388.0,1,6,4,7,4,3,8,1,1,0,3,656.0,131.2,6.4,0,(0/6),0.0
28,Master,In-Relationship,42386.0,1,65,4,16,0,4,11,1,3,0,3,227.0,32.42857142857143,14.285714285714286,0,(0/6),0.0
32,Graduation,Single,68627.0,0,395,15,263,60,54,38,1,2,3,6,197.0,16.416666666666668,68.75,0,(0/6),0.0
49,PhD,Divorced,57912.0,1,801,0,80,0,0,35,5,8,3,12,383.0,13.678571428571429,32.714285714285715,1,(1/6),16.666666666666664
56,Graduation,Divorced,35246.0,2,36,0,12,2,2,10,4,3,1,3,243.0,22.09090909090909,5.636363636363637,0,(0/6),0.0
58,2n Cycle,In-Relationship,58821.0,1,513,14,154,19,0,28,1,9,2,9,200.0,9.523809523809524,34.666666666666664,0,(0/6),0.0
36,PhD,Married,46377.0,1,37,0,46,4,3,0,1,2,1,3,307.0,43.857142857142854,12.857142857142858,0,(0/6),0.0
26,Graduation,Single,39747.0,1,80,15,93,20,13,52,3,5,1,4,581.0,44.69230769230769,21.0,0,(0/6),0.0
30,Graduation,In-Relationship,23976.0,1,14,1,21,2,3,25,3,3,1,3,772.0,77.2,6.6,0,(0/6),0.0
53,Master,Married,80950.0,0,525,147,112,219,147,63,1,6,7,9,239.0,10.391304347826088,52.73913043478261,1,(1/6),16.666666666666664
48,Graduation,Widow,27038.0,0,1,26,25,17,23,15,1,3,0,3,415.0,59.285714285714285,15.285714285714286,1,(1/6),16.666666666666664
67,Graduation,Single,77457.0,0,675,11,400,15,45,11,1,2,5,10,551.0,30.61111111111111,64.27777777777777,1,(1/6),16.666666666666664
50,Master,Married,64100.0,1,509,0,27,0,0,10,1,8,3,6,285.0,15.833333333333334,30.333333333333332,1,(1/6),16.666666666666664
22,Master,In-Relationship,42670.0,0,154,2,46,20,4,15,1,4,2,4,367.0,33.36363636363637,21.90909090909091,0,(0/6),0.0
38,Graduation,Divorced,12571.0,1,3,5,14,2,12,17,4,3,1,3,514.0,46.72727272727273,4.818181818181818,0,(0/6),0.0
47,Graduation,Married,22574.0,3,25,0,8,2,0,2,2,2,0,3,631.0,90.14285714285714,5.285714285714286,0,(0/6),0.0
25,Graduation,Married,48733.37180555556,0,861,138,461,60,30,61,1,6,5,12,317.0,13.208333333333334,67.125,1,(2/6),33.33333333333333
38,Master,Single,70893.0,0,768,44,561,77,44,14,1,6,6,10,233.0,10.130434782608695,65.56521739130434,0,(0/6),0.0
48,Graduation,Married,54198.0,2,185,0,28,3,2,17,6,3,1,6,458.0,28.625,14.6875,0,(0/6),0.0
58,Master,In-Relationship,28839.0,2,24,0,7,0,0,1,2,2,0,3,807.0,115.28571428571429,4.571428571428571,0,(0/6),0.0
42,Graduation,Married,40321.0,2,44,4,21,6,0,27,2,3,0,3,471.0,58.875,12.75,0,(0/6),0.0
29,Graduation,Single,66503.0,1,91,64,128,65,3,50,2,4,3,6,433.0,28.866666666666667,26.733333333333334,0,(0/6),0.0
63,Graduation,Married,30833.0,2,11,0,7,3,1,6,2,1,0,3,651.0,108.5,4.666666666666667,0,(0/6),0.0
44,Graduation,Single,50428.16369047619,3,738,20,172,52,50,20,6,2,3,10,486.0,23.142857142857142,50.095238095238095,1,(2/6),33.33333333333333
43,Graduation,Married,64795.0,1,412,5,119,38,29,77,3,3,3,12,263.0,12.523809523809524,32.38095238095238,0,(0/6),0.0
40,Graduation,Married,34421.0,1,3,3,7,6,2,9,1,1,0,2,630.0,157.5,7.5,0,(0/6),0.0
49,PhD,Divorced,47025.0,2,16,0,3,0,0,1,1,1,0,2,657.0,164.25,5.0,0,(0/6),0.0
53,PhD,Divorced,64325.0,1,731,60,353,78,12,73,5,10,3,5,482.0,20.956521739130434,56.82608695652174,0,(0/6),0.0
61,Graduation,Single,40464.0,1,424,17,118,7,23,41,6,8,2,8,485.0,20.208333333333332,26.25,0,(0/6),0.0
57,Graduation,Married,62187.0,0,792,0,275,45,45,126,1,4,8,5,357.0,19.833333333333332,71.27777777777777,0,(0/6),0.0
38,PhD,Divorced,14849.0,1,21,2,28,3,2,9,3,2,0,4,539.0,59.888888888888886,7.222222222222222,0,(0/6),0.0
30,Graduation,Married,27255.0,1,22,1,11,0,1,2,1,1,0,3,624.0,124.8,7.4,0,(0/6),0.0
64,PhD,Married,54432.0,3,33,0,5,0,0,0,1,1,0,3,562.0,112.4,7.6,0,(0/6),0.0
28,PhD,Single,29999.0,1,68,7,59,10,5,11,4,3,1,4,414.0,34.5,13.333333333333334,0,(0/6),0.0
31,Graduation,Single,24072.0,1,9,1,6,3,0,4,1,1,0,2,575.0,143.75,5.75,0,(0/6),0.0
25,PhD,Single,33996.0,0,40,2,15,8,0,6,1,1,1,3,658.0,109.66666666666667,11.833333333333334,0,(0/6),0.0
58,PhD,Married,66334.0,1,909,11,218,0,0,23,2,9,3,5,487.0,25.63157894736842,61.10526315789474,1,(1/6),16.666666666666664
43,Master,Married,35178.0,1,23,1,13,2,2,18,1,1,1,2,778.0,155.6,11.8,1,(2/6),33.33333333333333
31,Graduation,In-Relationship,22010.0,1,11,2,9,3,0,8,2,2,0,3,693.0,99.0,4.714285714285714,0,(0/6),0.0
54,Graduation,Divorced,62204.0,2,317,46,247,151,46,139,1,4,5,12,717.0,32.59090909090909,43.0,0,(0/6),0.0
46,Graduation,Divorced,75693.0,0,797,153,293,72,97,30,1,11,4,6,606.0,27.545454545454547,65.54545454545455,1,(4/6),66.66666666666666
42,Graduation,Married,30675.0,1,10,2,16,11,2,21,1,1,0,3,811.0,162.2,12.4,0,(0/6),0.0
49,Graduation,In-Relationship,83003.0,0,856,61,570,40,25,122,1,7,6,8,327.0,14.863636363636363,76.0909090909091,1,(2/6),33.33333333333333
26,Graduation,Single,68655.0,0,456,19,832,75,118,38,1,4,5,11,504.0,24.0,73.23809523809524,0,(0/6),0.0
28,Graduation,Divorced,41411.0,0,37,32,38,11,3,18,1,2,1,4,441.0,55.125,17.375,0,(0/6),0.0
45,PhD,Married,55212.0,1,1103,0,45,0,0,34,3,4,2,11,354.0,17.7,59.1,1,(2/6),33.33333333333333
64,PhD,In-Relationship,59292.0,1,378,14,68,19,14,14,2,3,5,8,494.0,27.444444444444443,28.166666666666668,0,(0/6),0.0
41,Basic,In-Relationship,27190.0,1,1,6,7,0,1,3,1,1,0,2,136.0,34.0,4.5,1,(2/6),33.33333333333333
62,Graduation,Divorced,82623.0,0,204,34,204,172,153,173,1,2,9,4,674.0,42.125,58.75,0,(0/6),0.0
49,Graduation,Married,44300.0,2,30,0,9,0,0,3,2,1,0,3,300.0,50.0,7.0,0,(0/6),0.0
44,Graduation,Divorced,84835.0,0,189,104,379,111,189,218,1,4,4,6,317.0,21.133333333333333,79.33333333333333,1,(1/6),16.666666666666664
43,Graduation,Widow,30372.0,2,15,0,12,7,3,7,3,2,0,3,658.0,82.25,5.5,0,(0/6),0.0
38,Master,Married,33181.0,1,9,0,3,0,0,4,1,1,0,2,367.0,91.75,4.0,1,(1/6),16.666666666666664
57,Graduation,Married,71113.0,1,495,33,255,11,33,8,4,6,7,9,733.0,28.192307692307693,32.11538461538461,0,(0/6),0.0
28,Graduation,Married,71952.0,1,656,80,455,52,107,93,2,8,4,8,677.0,30.772727272727273,65.5909090909091,1,(2/6),33.33333333333333
48,PhD,Single,69759.0,0,452,20,514,13,30,0,3,4,6,5,335.0,18.61111111111111,57.166666666666664,1,(1/6),16.666666666666664
40,Graduation,Married,72099.0,0,546,91,410,119,0,22,1,3,4,10,537.0,29.833333333333332,66.0,0,(0/6),0.0
38,PhD,Single,60000.0,1,1048,0,217,0,0,12,5,11,3,5,687.0,28.625,53.208333333333336,0,(0/6),0.0
36,Graduation,Single,38643.0,2,22,2,14,0,1,10,2,2,0,3,436.0,62.285714285714285,7.0,0,(0/6),0.0
59,Graduation,Married,50737.0,1,78,0,11,0,0,10,1,2,0,4,387.0,55.285714285714285,14.142857142857142,1,(1/6),16.666666666666664
45,PhD,Married,68462.0,0,561,64,785,84,128,48,1,3,3,8,762.0,50.8,111.33333333333333,0,(0/6),0.0
71,Master,Married,65073.0,0,629,17,177,69,0,8,1,5,3,5,222.0,15.857142857142858,64.28571428571429,0,(0/6),0.0
66,PhD,In-Relationship,46681.0,2,269,15,69,15,19,38,2,4,6,4,248.0,15.5,26.5625,0,(0/6),0.0
57,Graduation,Married,78618.0,0,736,163,818,212,163,61,1,4,7,10,706.0,32.09090909090909,97.86363636363636,1,(1/6),16.666666666666664
45,PhD,Widow,62187.0,1,512,0,83,0,0,41,3,6,2,10,671.0,31.952380952380953,30.285714285714285,0,(0/6),0.0
36,Graduation,Married,28442.0,2,19,3,10,11,8,6,3,2,1,4,800.0,80.0,5.7,0,(0/6),0.0
36,PhD,Married,37717.0,1,9,0,6,4,1,5,1,1,0,2,531.0,132.75,6.25,0,(0/6),0.0
47,Graduation,Married,51479.0,2,247,8,160,6,8,65,7,6,3,6,593.0,26.954545454545453,22.454545454545453,0,(0/6),0.0
45,Graduation,Single,54803.0,1,404,0,92,28,27,142,2,6,2,9,712.0,37.473684210526315,36.473684210526315,0,(0/6),0.0
54,Graduation,Married,79530.0,0,333,0,815,129,42,29,1,4,10,11,698.0,26.846153846153847,51.84615384615385,0,(0/6),0.0
38,Graduation,Divorced,31615.0,1,2,3,20,6,11,9,2,2,0,3,191.0,27.285714285714285,7.285714285714286,0,(0/6),0.0
52,Graduation,In-Relationship,72025.0,0,833,33,549,151,133,233,1,4,3,8,732.0,45.75,120.75,0,(0/6),0.0
39,PhD,Single,52614.0,1,789,0,142,12,9,38,2,2,4,8,427.0,26.6875,61.875,0,(0/6),0.0
30,2n Cycle,Married,35684.0,1,10,4,7,0,6,3,1,1,0,3,718.0,143.6,6.0,0,(0/6),0.0
39,Graduation,Married,48178.0,2,159,4,45,6,2,38,6,5,1,4,495.0,30.9375,15.875,0,(0/6),0.0
44,Master,Single,29548.0,1,7,1,6,3,1,11,1,1,1,2,803.0,160.6,5.8,1,(1/6),16.666666666666664
48,Graduation,Single,63810.0,1,977,12,253,16,12,101,4,4,3,12,591.0,25.695652173913043,59.608695652173914,1,(1/6),16.666666666666664
42,PhD,Single,38578.0,2,38,4,22,3,3,3,3,3,0,3,669.0,74.33333333333333,8.11111111111111,1,(1/6),16.666666666666664
39,Master,Single,46098.0,2,57,0,27,0,0,36,4,3,2,2,393.0,35.72727272727273,10.909090909090908,0,(0/6),0.0
44,Graduation,Single,22585.0,0,3,9,15,13,2,39,1,1,1,2,503.0,100.6,16.2,1,(2/6),33.33333333333333
25,Graduation,Single,30279.0,1,10,4,14,4,4,1,1,1,0,3,660.0,132.0,7.4,0,(0/6),0.0
53,PhD,In-Relationship,66426.0,1,1043,24,97,32,24,157,2,3,5,10,350.0,17.5,68.85,0,(0/6),0.0
45,Graduation,Single,30822.0,1,3,9,13,2,12,12,1,1,0,3,687.0,137.4,10.2,0,(0/6),0.0
45,PhD,Married,33581.0,2,11,0,5,0,0,1,1,1,0,2,799.0,199.75,4.25,0,(0/6),0.0
29,Graduation,Married,19986.0,1,3,6,5,0,2,6,1,0,0,3,214.0,53.5,5.5,0,(0/6),0.0
60,Graduation,Widow,27421.0,0,43,12,96,78,40,55,3,4,1,6,533.0,38.07142857142857,23.142857142857142,0,(0/6),0.0
41,2n Cycle,Married,35688.0,3,73,3,90,12,1,32,7,4,1,4,379.0,23.6875,13.1875,0,(0/6),0.0
33,Master,Single,36143.0,1,12,0,1,0,0,6,1,0,1,2,755.0,188.75,4.75,0,(0/6),0.0
43,Graduation,Single,10245.0,1,4,7,7,6,4,13,3,1,2,2,791.0,98.875,5.125,0,(0/6),0.0
46,Master,In-Relationship,43795.0,1,314,11,53,4,3,107,3,7,3,4,540.0,31.764705882352942,28.941176470588236,1,(2/6),33.33333333333333
54,Graduation,In-Relationship,63381.0,1,571,50,142,33,50,159,4,4,5,13,300.0,11.538461538461538,38.65384615384615,0,(0/6),0.0
65,Graduation,In-Relationship,38823.0,1,70,0,11,2,8,23,1,2,1,3,325.0,46.42857142857143,16.285714285714285,0,(0/6),0.0
46,PhD,Divorced,83664.0,2,866,21,151,28,21,86,3,2,2,12,179.0,9.421052631578947,61.73684210526316,0,(0/6),0.0
35,Graduation,In-Relationship,90300.0,0,594,134,786,33,134,57,0,5,6,8,560.0,29.473684210526315,91.47368421052632,1,(1/6),16.666666666666664
35,Master,In-Relationship,62499.0,1,140,4,61,0,13,4,2,3,1,6,247.0,20.583333333333332,18.5,0,(0/6),0.0
21,Graduation,Single,74293.0,0,375,152,335,93,91,81,1,5,4,6,389.0,24.3125,70.4375,0,(0/6),0.0
68,PhD,Married,51012.0,0,102,9,63,2,9,24,1,4,1,4,775.0,77.5,20.9,0,(0/6),0.0
46,Master,Married,70777.0,1,554,35,113,0,7,78,3,5,3,12,790.0,34.34782608695652,34.21739130434783,0,(0/6),0.0
23,PhD,In-Relationship,68682.0,0,919,0,505,99,30,45,1,4,9,10,675.0,28.125,66.58333333333333,0,(0/6),0.0
43,Graduation,Married,43824.0,2,96,1,42,12,3,32,4,3,1,4,720.0,60.0,15.5,0,(0/6),0.0
30,Graduation,In-Relationship,15345.0,1,5,2,16,3,2,19,2,1,1,2,586.0,97.66666666666667,7.833333333333333,1,(1/6),16.666666666666664
27,Graduation,Single,23442.0,1,2,0,6,8,6,5,1,1,0,3,763.0,152.6,5.4,0,(0/6),0.0
34,2n Cycle,In-Relationship,14515.0,1,6,4,9,6,36,35,4,2,2,3,441.0,40.09090909090909,8.727272727272727,1,(1/6),16.666666666666664
58,2n Cycle,Divorced,31395.0,2,23,1,25,0,8,7,4,2,1,3,598.0,59.8,6.4,0,(0/6),0.0
49,Graduation,In-Relationship,75276.0,0,610,105,125,137,42,21,1,9,4,9,373.0,16.217391304347824,45.21739130434783,0,(0/6),0.0
40,Graduation,Single,42373.0,2,67,5,61,3,8,19,5,2,1,5,143.0,11.0,12.538461538461538,0,(0/6),0.0
54,Graduation,In-Relationship,30507.0,0,65,36,74,38,20,110,1,5,1,4,791.0,71.9090909090909,31.181818181818183,0,(0/6),0.0
59,PhD,Single,55521.0,3,416,0,26,0,0,4,9,6,3,6,153.0,6.375,18.583333333333332,1,(2/6),33.33333333333333
49,Graduation,Married,48006.0,2,23,0,11,3,2,2,1,1,0,3,511.0,102.2,8.2,0,(0/6),0.0
42,PhD,Single,27213.0,1,19,3,26,10,9,3,3,2,0,4,743.0,82.55555555555556,7.777777777777778,1,(1/6),16.666666666666664
43,PhD,Divorced,65808.0,2,155,7,80,13,7,10,3,5,1,5,712.0,50.857142857142854,19.428571428571427,0,(0/6),0.0
40,PhD,In-Relationship,30351.0,1,14,0,24,3,3,2,1,3,0,2,720.0,120.0,7.666666666666667,0,(0/6),0.0
51,Graduation,Married,50437.0,2,370,9,92,6,9,4,3,7,1,8,579.0,30.473684210526315,25.789473684210527,0,(0/6),0.0
32,2n Cycle,Single,23616.0,1,4,22,11,3,7,32,2,3,0,3,799.0,99.875,9.875,1,(1/6),16.666666666666664
38,Graduation,Married,53858.0,1,407,53,221,58,150,26,4,4,3,6,645.0,37.94117647058823,53.8235294117647,0,(0/6),0.0
59,PhD,Married,66465.0,1,1200,0,204,38,29,14,3,11,9,12,213.0,6.085714285714285,42.42857142857143,1,(1/6),16.666666666666664
27,Graduation,Single,46923.0,1,85,44,54,102,78,6,3,5,1,7,344.0,21.5,23.0625,0,(0/6),0.0
52,Graduation,In-Relationship,75072.0,1,583,34,309,0,22,125,2,5,4,8,258.0,13.578947368421053,56.473684210526315,0,(0/6),0.0
71,PhD,Married,75865.0,0,483,0,591,156,0,12,1,3,5,10,615.0,32.36842105263158,65.36842105263158,0,(0/6),0.0
